Date Time,Max_RTT_ms,Sent_Packets,Received_Packets
2025/Sep/24 16:52:41,43.176,1,1
2025/Sep/24 16:52:43,47.961,1,1
2025/Sep/24 16:52:44,28.982,1,1
2025/Sep/24 16:52:45,32.476,1,1
2025/Sep/24 16:52:46,33.897,1,1
2025/Sep/24 16:52:47,28.329,1,1
2025/Sep/24 16:52:48,33.614,1,1
2025/Sep/24 16:52:49,32.339,1,1
2025/Sep/24 16:52:51,30.674,1,1
2025/Sep/24 16:52:52,32.264,1,1
2025/Sep/24 16:52:53,32.164,1,1
2025/Sep/24 16:52:54,29.596,1,1
2025/Sep/24 16:52:55,28.423,1,1
2025/Sep/24 16:52:56,29.731,1,1
2025/Sep/24 16:52:57,28.718,1,1
2025/Sep/24 16:52:59,40.533,1,1
2025/Sep/24 16:53:00,48.833,1,1
2025/Sep/24 16:53:01,35.348,1,1
2025/Sep/24 16:53:02,35.283,1,1
2025/Sep/24 16:53:03,35.357,1,1
2025/Sep/24 16:53:04,39.219,1,1
2025/Sep/24 16:53:06,38.813,1,1
2025/Sep/24 16:53:07,35.595,1,1
2025/Sep/24 16:53:08,37.122,1,1
2025/Sep/24 16:53:09,40.057,1,1
2025/Sep/24 16:53:10,34.749,1,1
2025/Sep/24 16:53:11,38.990,1,1
2025/Sep/24 16:53:13,73.283,1,1
2025/Sep/24 16:53:14,36.279,1,1
2025/Sep/24 16:53:15,33.717,1,1
2025/Sep/24 16:53:16,36.610,1,1
2025/Sep/24 16:53:17,32.433,1,1
2025/Sep/24 16:53:18,32.390,1,1
2025/Sep/24 16:53:19,37.417,1,1
2025/Sep/24 16:53:21,32.546,1,1
2025/Sep/24 16:53:22,33.334,1,1
2025/Sep/24 16:53:23,N/A,1,0
2025/Sep/24 16:53:24,43.358,1,1
2025/Sep/24 16:53:25,43.888,1,1
2025/Sep/24 16:53:26,41.532,1,1
2025/Sep/24 16:53:27,33.547,1,1
2025/Sep/24 16:53:29,33.742,1,1
2025/Sep/24 16:53:30,36.691,1,1
2025/Sep/24 16:53:31,29.704,1,1
2025/Sep/24 16:53:32,33.671,1,1
2025/Sep/24 16:53:33,40.800,1,1
2025/Sep/24 16:53:34,29.700,1,1
2025/Sep/24 16:53:35,38.114,1,1
2025/Sep/24 16:53:37,29.788,1,1
2025/Sep/24 16:53:38,35.320,1,1
2025/Sep/24 16:53:39,33.733,1,1
2025/Sep/24 16:53:40,41.687,1,1
2025/Sep/24 16:53:41,29.687,1,1
2025/Sep/24 16:53:42,28.897,1,1
2025/Sep/24 16:53:43,57.878,1,1
2025/Sep/24 16:53:45,N/A,1,0
2025/Sep/24 16:53:46,31.688,1,1
2025/Sep/24 16:53:47,31.856,1,1
2025/Sep/24 16:53:48,36.674,1,1
2025/Sep/24 16:53:49,48.638,1,1
2025/Sep/24 16:53:50,32.592,1,1
2025/Sep/24 16:53:52,36.209,1,1
2025/Sep/24 16:53:53,35.748,1,1
2025/Sep/24 16:53:54,31.578,1,1
2025/Sep/24 16:53:55,45.077,1,1
2025/Sep/24 16:53:56,40.907,1,1
2025/Sep/24 16:53:57,32.591,1,1
2025/Sep/24 16:53:58,35.142,1,1
2025/Sep/24 16:54:00,36.476,1,1
2025/Sep/24 16:54:01,36.376,1,1
2025/Sep/24 16:54:02,32.452,1,1
2025/Sep/24 16:54:03,31.400,1,1
2025/Sep/24 16:54:04,31.418,1,1
2025/Sep/24 16:54:05,32.303,1,1
2025/Sep/24 16:54:06,31.921,1,1
2025/Sep/24 16:54:08,35.918,1,1
2025/Sep/24 16:54:09,35.192,1,1
2025/Sep/24 16:54:10,35.790,1,1
2025/Sep/24 16:54:11,31.904,1,1
2025/Sep/24 16:54:12,33.280,1,1
2025/Sep/24 16:54:13,31.508,1,1
2025/Sep/24 16:54:14,38.367,1,1
2025/Sep/24 16:54:16,32.127,1,1
2025/Sep/24 16:54:17,32.078,1,1
2025/Sep/24 16:54:18,32.380,1,1
2025/Sep/24 16:54:19,31.321,1,1
2025/Sep/24 16:54:20,36.194,1,1
2025/Sep/24 16:54:21,32.466,1,1
2025/Sep/24 16:54:23,32.759,1,1
2025/Sep/24 16:54:24,31.488,1,1
2025/Sep/24 16:54:25,31.861,1,1
2025/Sep/24 16:54:26,31.927,1,1
2025/Sep/24 16:54:27,36.904,1,1
2025/Sep/24 16:54:28,43.419,1,1
2025/Sep/24 16:54:29,43.977,1,1
2025/Sep/24 16:54:31,44.308,1,1
2025/Sep/24 16:54:32,35.266,1,1
2025/Sep/24 16:54:33,40.350,1,1
2025/Sep/24 16:54:34,39.200,1,1
2025/Sep/24 16:54:35,32.358,1,1
2025/Sep/24 16:54:36,37.712,1,1
2025/Sep/24 16:54:37,34.292,1,1
2025/Sep/24 16:54:39,45.619,1,1
2025/Sep/24 16:54:40,33.200,1,1
2025/Sep/24 16:54:41,40.563,1,1
2025/Sep/24 16:54:42,32.191,1,1
2025/Sep/24 16:54:43,178.135,1,1
2025/Sep/24 16:54:44,34.079,1,1
2025/Sep/24 16:54:46,36.807,1,1
2025/Sep/24 16:54:47,49.419,1,1
2025/Sep/24 16:54:48,40.743,1,1
2025/Sep/24 16:54:49,41.735,1,1
2025/Sep/24 16:54:50,43.059,1,1
2025/Sep/24 16:54:51,41.678,1,1
2025/Sep/24 16:54:52,43.469,1,1
2025/Sep/24 16:54:54,41.817,1,1
2025/Sep/24 16:54:55,42.204,1,1
2025/Sep/24 16:54:56,60.104,1,1
2025/Sep/24 16:54:57,36.652,1,1
2025/Sep/24 16:54:58,36.405,1,1
2025/Sep/24 16:54:59,32.841,1,1
2025/Sep/24 16:55:01,32.650,1,1
2025/Sep/24 16:55:02,42.388,1,1
2025/Sep/24 16:55:03,40.103,1,1
2025/Sep/24 16:55:04,46.229,1,1
2025/Sep/24 16:55:05,34.690,1,1
2025/Sep/24 16:55:06,47.990,1,1
2025/Sep/24 16:55:07,34.290,1,1
2025/Sep/24 16:55:09,50.683,1,1
2025/Sep/24 16:55:10,33.934,1,1
2025/Sep/24 16:55:11,45.682,1,1
2025/Sep/24 16:55:12,38.474,1,1
2025/Sep/24 16:55:13,33.572,1,1
2025/Sep/24 16:55:14,32.130,1,1
2025/Sep/24 16:55:15,41.595,1,1
2025/Sep/24 16:55:17,33.275,1,1
2025/Sep/24 16:55:18,34.099,1,1
2025/Sep/24 16:55:19,35.182,1,1
2025/Sep/24 16:55:20,34.118,1,1
2025/Sep/24 16:55:21,38.216,1,1
2025/Sep/24 16:55:22,40.218,1,1
2025/Sep/24 16:55:24,36.609,1,1
2025/Sep/24 16:55:25,41.468,1,1
2025/Sep/24 16:55:26,35.865,1,1
2025/Sep/24 16:55:27,42.216,1,1
2025/Sep/24 16:55:28,41.460,1,1
2025/Sep/24 16:55:29,N/A,1,0
2025/Sep/24 16:55:30,N/A,1,0
2025/Sep/24 16:55:32,42.819,1,1
2025/Sep/24 16:55:33,38.883,1,1
2025/Sep/24 16:55:34,38.330,1,1
2025/Sep/24 16:55:35,37.683,1,1
2025/Sep/24 16:55:36,42.847,1,1
2025/Sep/24 16:55:37,35.605,1,1
2025/Sep/24 16:55:38,30.987,1,1
2025/Sep/24 16:55:40,51.094,1,1
2025/Sep/24 16:55:41,33.905,1,1
2025/Sep/24 16:55:42,38.024,1,1
2025/Sep/24 16:55:43,38.446,1,1
2025/Sep/24 16:55:44,33.149,1,1
2025/Sep/24 16:55:45,34.520,1,1
2025/Sep/24 16:55:46,33.318,1,1
2025/Sep/24 16:55:48,33.540,1,1
2025/Sep/24 16:55:49,38.661,1,1
2025/Sep/24 16:55:50,33.879,1,1
2025/Sep/24 16:55:51,37.018,1,1
2025/Sep/24 16:55:52,35.382,1,1
2025/Sep/24 16:55:53,41.459,1,1
2025/Sep/24 16:55:54,41.423,1,1
2025/Sep/24 16:55:56,33.520,1,1
2025/Sep/24 16:55:57,32.567,1,1
2025/Sep/24 16:55:58,32.462,1,1
2025/Sep/24 16:55:59,32.677,1,1
2025/Sep/24 16:56:00,32.578,1,1
2025/Sep/24 16:56:01,35.378,1,1
2025/Sep/24 16:56:02,36.758,1,1
2025/Sep/24 16:56:04,37.271,1,1
2025/Sep/24 16:56:05,32.859,1,1
2025/Sep/24 16:56:06,41.241,1,1
2025/Sep/24 16:56:07,39.050,1,1
2025/Sep/24 16:56:08,32.786,1,1
2025/Sep/24 16:56:09,33.009,1,1
2025/Sep/24 16:56:10,33.489,1,1
2025/Sep/24 16:56:12,33.005,1,1
2025/Sep/24 16:56:13,39.319,1,1
2025/Sep/24 16:56:14,35.065,1,1
2025/Sep/24 16:56:15,34.559,1,1
2025/Sep/24 16:56:16,35.958,1,1
2025/Sep/24 16:56:17,38.704,1,1
2025/Sep/24 16:56:18,46.821,1,1
2025/Sep/24 16:56:20,34.677,1,1
2025/Sep/24 16:56:21,35.785,1,1
2025/Sep/24 16:56:22,34.702,1,1
2025/Sep/24 16:56:23,34.697,1,1
2025/Sep/24 16:56:24,39.947,1,1
2025/Sep/24 16:56:25,38.748,1,1
2025/Sep/24 16:56:27,35.026,1,1
2025/Sep/24 16:56:28,34.698,1,1
2025/Sep/24 16:56:29,36.034,1,1
2025/Sep/24 16:56:30,39.208,1,1
2025/Sep/24 16:56:31,38.201,1,1
2025/Sep/24 16:56:32,41.279,1,1
2025/Sep/24 16:56:33,33.369,1,1
2025/Sep/24 16:56:35,29.313,1,1
2025/Sep/24 16:56:36,35.926,1,1
2025/Sep/24 16:56:37,44.931,1,1
2025/Sep/24 16:56:38,33.476,1,1
2025/Sep/24 16:56:39,42.976,1,1
2025/Sep/24 16:56:40,36.072,1,1
2025/Sep/24 16:56:42,35.902,1,1
2025/Sep/24 16:56:43,28.636,1,1
2025/Sep/24 16:56:44,30.054,1,1
2025/Sep/24 16:56:45,33.328,1,1
2025/Sep/24 16:56:46,29.795,1,1
2025/Sep/24 16:56:47,30.185,1,1
2025/Sep/24 16:56:48,29.920,1,1
2025/Sep/24 16:56:50,32.128,1,1
2025/Sep/24 16:56:51,29.737,1,1
2025/Sep/24 16:56:52,30.192,1,1
2025/Sep/24 16:56:53,44.581,1,1
2025/Sep/24 16:56:54,31.275,1,1
2025/Sep/24 16:56:55,38.592,1,1
2025/Sep/24 16:56:56,30.390,1,1
2025/Sep/24 16:56:58,66.813,1,1
2025/Sep/24 16:56:59,33.628,1,1
2025/Sep/24 16:57:00,41.603,1,1
2025/Sep/24 16:57:01,34.021,1,1
2025/Sep/24 16:57:02,39.125,1,1
2025/Sep/24 16:57:03,35.041,1,1
2025/Sep/24 16:57:04,38.700,1,1
2025/Sep/24 16:57:06,38.980,1,1
2025/Sep/24 16:57:07,33.453,1,1
2025/Sep/24 16:57:08,33.932,1,1
2025/Sep/24 16:57:09,34.287,1,1
2025/Sep/24 16:57:10,38.788,1,1
2025/Sep/24 16:57:11,38.980,1,1
2025/Sep/24 16:57:13,73.123,1,1
2025/Sep/24 16:57:14,39.383,1,1
2025/Sep/24 16:57:15,33.348,1,1
2025/Sep/24 16:57:16,39.421,1,1
2025/Sep/24 16:57:17,36.767,1,1
2025/Sep/24 16:57:18,35.758,1,1
2025/Sep/24 16:57:19,35.386,1,1
2025/Sep/24 16:57:21,36.387,1,1
2025/Sep/24 16:57:22,39.452,1,1
2025/Sep/24 16:57:23,38.494,1,1
2025/Sep/24 16:57:24,35.525,1,1
2025/Sep/24 16:57:25,35.580,1,1
2025/Sep/24 16:57:26,45.659,1,1
2025/Sep/24 16:57:27,33.080,1,1
2025/Sep/24 16:57:29,34.238,1,1
2025/Sep/24 16:57:30,38.799,1,1
2025/Sep/24 16:57:31,34.375,1,1
2025/Sep/24 16:57:32,34.585,1,1
2025/Sep/24 16:57:33,38.798,1,1
2025/Sep/24 16:57:34,38.844,1,1
2025/Sep/24 16:57:36,43.202,1,1
2025/Sep/24 16:57:37,34.497,1,1
2025/Sep/24 16:57:38,34.732,1,1
2025/Sep/24 16:57:39,35.921,1,1
2025/Sep/24 16:57:40,29.582,1,1
2025/Sep/24 16:57:41,30.577,1,1
2025/Sep/24 16:57:42,30.090,1,1
2025/Sep/24 16:57:43,32.284,1,1
2025/Sep/24 16:57:45,39.041,1,1
2025/Sep/24 16:57:46,32.089,1,1
2025/Sep/24 16:57:47,35.430,1,1
2025/Sep/24 16:57:48,35.174,1,1
2025/Sep/24 16:57:49,43.873,1,1
2025/Sep/24 16:57:50,36.140,1,1
2025/Sep/24 16:57:52,32.307,1,1
2025/Sep/24 16:57:53,34.963,1,1
2025/Sep/24 16:57:54,36.032,1,1
2025/Sep/24 16:57:55,35.130,1,1
2025/Sep/24 16:57:56,38.166,1,1
2025/Sep/24 16:57:57,35.725,1,1
2025/Sep/24 16:57:58,37.774,1,1
2025/Sep/24 16:58:00,29.711,1,1
2025/Sep/24 16:58:01,33.266,1,1
2025/Sep/24 16:58:02,34.481,1,1
2025/Sep/24 16:58:03,33.445,1,1
2025/Sep/24 16:58:04,29.774,1,1
2025/Sep/24 16:58:05,29.245,1,1
2025/Sep/24 16:58:06,30.810,1,1
2025/Sep/24 16:58:08,37.322,1,1
2025/Sep/24 16:58:09,30.687,1,1
2025/Sep/24 16:58:10,29.306,1,1
2025/Sep/24 16:58:11,28.498,1,1
2025/Sep/24 16:58:12,34.807,1,1
2025/Sep/24 16:58:13,39.844,1,1
2025/Sep/24 16:58:14,38.864,1,1
2025/Sep/24 16:58:16,40.480,1,1
2025/Sep/24 16:58:17,38.829,1,1
2025/Sep/24 16:58:18,30.679,1,1
2025/Sep/24 16:58:19,34.444,1,1
2025/Sep/24 16:58:20,37.665,1,1
2025/Sep/24 16:58:21,38.948,1,1
2025/Sep/24 16:58:22,34.876,1,1
2025/Sep/24 16:58:24,N/A,1,0
2025/Sep/24 16:58:25,33.864,1,1
2025/Sep/24 16:58:26,30.314,1,1
2025/Sep/24 16:58:27,33.849,1,1
2025/Sep/24 16:58:28,33.937,1,1
2025/Sep/24 16:58:29,30.672,1,1
2025/Sep/24 16:58:31,29.910,1,1
2025/Sep/24 16:58:32,29.573,1,1
2025/Sep/24 16:58:33,30.671,1,1
2025/Sep/24 16:58:34,34.947,1,1
2025/Sep/24 16:58:35,30.015,1,1
2025/Sep/24 16:58:36,41.101,1,1
2025/Sep/24 16:58:37,43.088,1,1
2025/Sep/24 16:58:38,30.735,1,1
2025/Sep/24 16:58:40,35.021,1,1
2025/Sep/24 16:58:41,47.348,1,1
2025/Sep/24 16:58:42,35.845,1,1
2025/Sep/24 16:58:43,29.933,1,1
2025/Sep/24 16:58:44,29.032,1,1
2025/Sep/24 16:58:45,28.620,1,1
2025/Sep/24 16:58:47,33.506,1,1
2025/Sep/24 16:58:48,38.096,1,1
2025/Sep/24 16:58:49,33.349,1,1
2025/Sep/24 16:58:50,28.704,1,1
2025/Sep/24 16:58:51,41.356,1,1
2025/Sep/24 16:58:52,32.834,1,1
2025/Sep/24 16:58:53,29.245,1,1
2025/Sep/24 16:58:55,32.773,1,1
2025/Sep/24 16:58:56,30.864,1,1
2025/Sep/24 16:58:57,33.839,1,1
2025/Sep/24 16:58:58,43.494,1,1
2025/Sep/24 16:58:59,40.852,1,1
2025/Sep/24 16:59:00,35.328,1,1
2025/Sep/24 16:59:01,32.872,1,1
2025/Sep/24 16:59:03,35.398,1,1
2025/Sep/24 16:59:04,39.689,1,1
2025/Sep/24 16:59:05,31.418,1,1
2025/Sep/24 16:59:06,35.381,1,1
2025/Sep/24 16:59:07,30.785,1,1
2025/Sep/24 16:59:08,39.484,1,1
2025/Sep/24 16:59:09,36.931,1,1
2025/Sep/24 16:59:11,40.031,1,1
2025/Sep/24 16:59:12,40.890,1,1
2025/Sep/24 16:59:13,39.167,1,1
2025/Sep/24 16:59:14,31.446,1,1
2025/Sep/24 16:59:15,35.416,1,1
2025/Sep/24 16:59:16,36.507,1,1
2025/Sep/24 16:59:17,39.456,1,1
2025/Sep/24 16:59:19,35.902,1,1
2025/Sep/24 16:59:20,36.384,1,1
2025/Sep/24 16:59:21,35.304,1,1
2025/Sep/24 16:59:22,43.817,1,1
2025/Sep/24 16:59:23,35.253,1,1
2025/Sep/24 16:59:24,39.508,1,1
2025/Sep/24 16:59:25,39.525,1,1
2025/Sep/24 16:59:27,36.140,1,1
2025/Sep/24 16:59:28,34.181,1,1
2025/Sep/24 16:59:29,33.986,1,1
2025/Sep/24 16:59:30,38.297,1,1
2025/Sep/24 16:59:31,42.012,1,1
2025/Sep/24 16:59:32,38.543,1,1
2025/Sep/24 16:59:33,33.826,1,1
2025/Sep/24 16:59:35,54.584,1,1
2025/Sep/24 16:59:36,38.264,1,1
2025/Sep/24 16:59:37,34.518,1,1
2025/Sep/24 16:59:38,34.101,1,1
2025/Sep/24 16:59:39,34.010,1,1
2025/Sep/24 16:59:40,38.176,1,1
2025/Sep/24 16:59:42,37.415,1,1
2025/Sep/24 16:59:43,52.072,1,1
2025/Sep/24 16:59:44,31.162,1,1
2025/Sep/24 16:59:45,30.906,1,1
2025/Sep/24 16:59:46,31.646,1,1
2025/Sep/24 16:59:47,41.534,1,1
2025/Sep/24 16:59:48,39.242,1,1
2025/Sep/24 16:59:50,31.789,1,1
2025/Sep/24 16:59:51,36.176,1,1
2025/Sep/24 16:59:52,40.007,1,1
2025/Sep/24 16:59:53,36.506,1,1
2025/Sep/24 16:59:54,35.060,1,1
2025/Sep/24 16:59:55,36.342,1,1
2025/Sep/24 16:59:57,31.014,1,1
2025/Sep/24 16:59:58,60.402,1,1
2025/Sep/24 16:59:59,47.401,1,1
2025/Sep/24 17:00:00,43.957,1,1
2025/Sep/24 17:00:01,41.917,1,1
2025/Sep/24 17:00:02,N/A,1,0
2025/Sep/24 17:00:03,29.101,1,1
2025/Sep/24 17:00:04,33.038,1,1
2025/Sep/24 17:00:06,37.604,1,1
2025/Sep/24 17:00:07,33.502,1,1
2025/Sep/24 17:00:08,32.584,1,1
2025/Sep/24 17:00:09,33.928,1,1
2025/Sep/24 17:00:10,28.438,1,1
2025/Sep/24 17:00:11,28.762,1,1
2025/Sep/24 17:00:13,70.767,1,1
2025/Sep/24 17:00:14,33.633,1,1
2025/Sep/24 17:00:15,36.426,1,1
2025/Sep/24 17:00:16,34.294,1,1
2025/Sep/24 17:00:17,34.067,1,1
2025/Sep/24 17:00:18,33.947,1,1
2025/Sep/24 17:00:19,46.424,1,1
2025/Sep/24 17:00:21,38.386,1,1
2025/Sep/24 17:00:22,38.841,1,1
2025/Sep/24 17:00:23,38.097,1,1
2025/Sep/24 17:00:24,35.713,1,1
2025/Sep/24 17:00:25,38.673,1,1
2025/Sep/24 17:00:26,33.446,1,1
2025/Sep/24 17:00:27,34.679,1,1
2025/Sep/24 17:00:29,41.206,1,1
2025/Sep/24 17:00:30,43.387,1,1
2025/Sep/24 17:00:31,34.710,1,1
2025/Sep/24 17:00:32,36.740,1,1
2025/Sep/24 17:00:33,34.011,1,1
2025/Sep/24 17:00:34,37.724,1,1
2025/Sep/24 17:00:36,37.331,1,1
2025/Sep/24 17:00:37,32.367,1,1
2025/Sep/24 17:00:38,36.597,1,1
2025/Sep/24 17:00:39,36.971,1,1
2025/Sep/24 17:00:40,40.781,1,1
2025/Sep/24 17:00:41,51.468,1,1
2025/Sep/24 17:00:42,50.102,1,1
2025/Sep/24 17:00:44,39.952,1,1
2025/Sep/24 17:00:45,36.441,1,1
2025/Sep/24 17:00:46,37.814,1,1
2025/Sep/24 17:00:47,36.604,1,1
2025/Sep/24 17:00:48,34.227,1,1
2025/Sep/24 17:00:49,38.088,1,1
2025/Sep/24 17:00:51,33.956,1,1
2025/Sep/24 17:00:52,42.507,1,1
2025/Sep/24 17:00:53,44.483,1,1
2025/Sep/24 17:00:54,34.616,1,1
2025/Sep/24 17:00:55,39.845,1,1
2025/Sep/24 17:00:56,36.694,1,1
2025/Sep/24 17:00:57,37.986,1,1
2025/Sep/24 17:00:58,35.781,1,1
2025/Sep/24 17:01:00,77.126,1,1
2025/Sep/24 17:01:01,39.878,1,1
2025/Sep/24 17:01:02,40.175,1,1
2025/Sep/24 17:01:03,38.174,1,1
2025/Sep/24 17:01:04,28.738,1,1
2025/Sep/24 17:01:05,36.227,1,1
2025/Sep/24 17:01:07,35.938,1,1
2025/Sep/24 17:01:08,40.889,1,1
2025/Sep/24 17:01:09,31.914,1,1
2025/Sep/24 17:01:10,36.363,1,1
2025/Sep/24 17:01:11,35.947,1,1
2025/Sep/24 17:01:12,39.155,1,1
2025/Sep/24 17:01:13,41.781,1,1
2025/Sep/24 17:01:15,44.285,1,1
2025/Sep/24 17:01:16,33.508,1,1
2025/Sep/24 17:01:17,29.516,1,1
2025/Sep/24 17:01:18,34.692,1,1
2025/Sep/24 17:01:19,33.364,1,1
2025/Sep/24 17:01:20,30.749,1,1
2025/Sep/24 17:01:22,35.961,1,1
2025/Sep/24 17:01:23,33.205,1,1
2025/Sep/24 17:01:24,38.624,1,1
2025/Sep/24 17:01:25,40.404,1,1
2025/Sep/24 17:01:26,34.001,1,1
2025/Sep/24 17:01:27,36.601,1,1
2025/Sep/24 17:01:28,31.160,1,1
2025/Sep/24 17:01:30,30.883,1,1
2025/Sep/24 17:01:31,36.525,1,1
2025/Sep/24 17:01:32,34.252,1,1
2025/Sep/24 17:01:33,31.922,1,1
2025/Sep/24 17:01:34,38.844,1,1
2025/Sep/24 17:01:35,32.247,1,1
2025/Sep/24 17:01:36,32.261,1,1
2025/Sep/24 17:01:38,31.894,1,1
2025/Sep/24 17:01:39,31.965,1,1
2025/Sep/24 17:01:40,31.448,1,1
2025/Sep/24 17:01:41,32.017,1,1
2025/Sep/24 17:01:42,41.057,1,1
2025/Sep/24 17:01:43,35.168,1,1
2025/Sep/24 17:01:44,42.631,1,1
2025/Sep/24 17:01:46,35.813,1,1
2025/Sep/24 17:01:47,34.530,1,1
2025/Sep/24 17:01:48,34.832,1,1
2025/Sep/24 17:01:49,39.695,1,1
2025/Sep/24 17:01:50,41.915,1,1
2025/Sep/24 17:01:51,43.536,1,1
2025/Sep/24 17:01:52,46.877,1,1
2025/Sep/24 17:01:54,38.445,1,1
2025/Sep/24 17:01:55,38.624,1,1
2025/Sep/24 17:01:56,39.702,1,1
2025/Sep/24 17:01:57,34.420,1,1
2025/Sep/24 17:01:58,35.250,1,1
2025/Sep/24 17:01:59,35.446,1,1
2025/Sep/24 17:02:00,41.920,1,1
2025/Sep/24 17:02:02,30.187,1,1
2025/Sep/24 17:02:03,35.322,1,1
2025/Sep/24 17:02:04,39.293,1,1
2025/Sep/24 17:02:05,31.311,1,1
2025/Sep/24 17:02:06,34.194,1,1
2025/Sep/24 17:02:07,30.104,1,1
2025/Sep/24 17:02:08,38.254,1,1
2025/Sep/24 17:02:10,38.085,1,1
2025/Sep/24 17:02:11,34.137,1,1
2025/Sep/24 17:02:12,31.392,1,1
2025/Sep/24 17:02:13,41.060,1,1
2025/Sep/24 17:02:14,45.655,1,1
2025/Sep/24 17:02:15,32.941,1,1
2025/Sep/24 17:02:17,34.373,1,1
2025/Sep/24 17:02:18,34.335,1,1
2025/Sep/24 17:02:19,34.774,1,1
2025/Sep/24 17:02:20,37.466,1,1
2025/Sep/24 17:02:21,58.399,1,1
2025/Sep/24 17:02:22,34.325,1,1
2025/Sep/24 17:02:23,37.882,1,1
2025/Sep/24 17:02:25,34.194,1,1
2025/Sep/24 17:02:26,33.014,1,1
2025/Sep/24 17:02:27,33.285,1,1
2025/Sep/24 17:02:28,38.468,1,1
2025/Sep/24 17:02:29,35.590,1,1
2025/Sep/24 17:02:30,38.694,1,1
2025/Sep/24 17:02:31,32.006,1,1
2025/Sep/24 17:02:33,42.682,1,1
2025/Sep/24 17:02:34,38.267,1,1
2025/Sep/24 17:02:35,42.127,1,1
2025/Sep/24 17:02:36,34.490,1,1
2025/Sep/24 17:02:37,39.492,1,1
2025/Sep/24 17:02:38,34.215,1,1
2025/Sep/24 17:02:39,46.449,1,1
2025/Sep/24 17:02:41,34.532,1,1
2025/Sep/24 17:02:42,34.792,1,1
2025/Sep/24 17:02:43,38.594,1,1
2025/Sep/24 17:02:44,38.352,1,1
2025/Sep/24 17:02:45,35.644,1,1
2025/Sep/24 17:02:46,39.351,1,1
2025/Sep/24 17:02:47,40.018,1,1
2025/Sep/24 17:02:49,38.280,1,1
2025/Sep/24 17:02:50,38.110,1,1
2025/Sep/24 17:02:51,39.437,1,1
2025/Sep/24 17:02:52,35.106,1,1
2025/Sep/24 17:02:53,39.412,1,1
2025/Sep/24 17:02:54,34.325,1,1
2025/Sep/24 17:02:55,35.448,1,1
2025/Sep/24 17:02:57,34.434,1,1
2025/Sep/24 17:02:58,41.343,1,1
2025/Sep/24 17:02:59,34.321,1,1
2025/Sep/24 17:03:00,40.269,1,1
2025/Sep/24 17:03:01,38.472,1,1
2025/Sep/24 17:03:02,41.755,1,1
2025/Sep/24 17:03:04,36.476,1,1
2025/Sep/24 17:03:05,39.123,1,1
2025/Sep/24 17:03:06,33.047,1,1
2025/Sep/24 17:03:07,34.427,1,1
2025/Sep/24 17:03:08,71.939,1,1
2025/Sep/24 17:03:09,36.302,1,1
2025/Sep/24 17:03:10,33.851,1,1
2025/Sep/24 17:03:12,33.861,1,1
2025/Sep/24 17:03:13,33.488,1,1
2025/Sep/24 17:03:14,33.648,1,1
2025/Sep/24 17:03:15,36.806,1,1
2025/Sep/24 17:03:16,37.407,1,1
2025/Sep/24 17:03:17,38.024,1,1
2025/Sep/24 17:03:18,38.006,1,1
2025/Sep/24 17:03:20,39.337,1,1
2025/Sep/24 17:03:21,34.062,1,1
2025/Sep/24 17:03:22,33.388,1,1
2025/Sep/24 17:03:23,54.631,1,1
2025/Sep/24 17:03:24,41.401,1,1
2025/Sep/24 17:03:25,38.324,1,1
2025/Sep/24 17:03:27,33.834,1,1
2025/Sep/24 17:03:28,40.448,1,1
2025/Sep/24 17:03:29,29.732,1,1
2025/Sep/24 17:03:30,33.397,1,1
2025/Sep/24 17:03:31,36.113,1,1
2025/Sep/24 17:03:32,33.884,1,1
2025/Sep/24 17:03:34,38.567,1,1
2025/Sep/24 17:03:35,29.413,1,1
2025/Sep/24 17:03:36,39.503,1,1
2025/Sep/24 17:03:37,44.749,1,1
2025/Sep/24 17:03:38,38.413,1,1
2025/Sep/24 17:03:39,33.279,1,1
2025/Sep/24 17:03:40,33.833,1,1
2025/Sep/24 17:03:42,38.599,1,1
2025/Sep/24 17:03:43,34.972,1,1
2025/Sep/24 17:03:44,32.533,1,1
2025/Sep/24 17:03:45,33.500,1,1
2025/Sep/24 17:03:46,39.328,1,1
2025/Sep/24 17:03:47,37.891,1,1
2025/Sep/24 17:03:48,41.853,1,1
2025/Sep/24 17:03:49,40.540,1,1
2025/Sep/24 17:03:51,41.766,1,1
2025/Sep/24 17:03:52,35.065,1,1
2025/Sep/24 17:03:53,63.705,1,1
2025/Sep/24 17:03:54,35.678,1,1
2025/Sep/24 17:03:55,38.116,1,1
2025/Sep/24 17:03:56,39.028,1,1
2025/Sep/24 17:03:58,96.229,1,1
2025/Sep/24 17:03:59,41.429,1,1
2025/Sep/24 17:04:00,35.978,1,1
2025/Sep/24 17:04:01,35.186,1,1
2025/Sep/24 17:04:02,36.179,1,1
2025/Sep/24 17:04:03,33.053,1,1
2025/Sep/24 17:04:04,47.125,1,1
2025/Sep/24 17:04:06,50.215,1,1
2025/Sep/24 17:04:07,33.723,1,1
2025/Sep/24 17:04:08,41.449,1,1
2025/Sep/24 17:04:09,41.981,1,1
2025/Sep/24 17:04:10,38.306,1,1
2025/Sep/24 17:04:11,34.751,1,1
2025/Sep/24 17:04:12,39.870,1,1
2025/Sep/24 17:04:14,35.751,1,1
2025/Sep/24 17:04:15,44.154,1,1
2025/Sep/24 17:04:16,36.044,1,1
2025/Sep/24 17:04:17,36.118,1,1
