Date Time,latitude,longitude,MCC,MNC,PCI,EARFCN,CellID,LAC,RSRP,RSRQ,RSSI,SINR,NB1_EARFCN,NB1_PCI,NB1_RSRQ,NB1_RSRP,NB1_RSSI,NB2_EARFCN,NB2_PCI,NB2_RSRQ,NB2_RSRP,NB2_RSSI,NB3_EARFCN,NB3_PCI,NB3_RSRQ,NB3_RSRP,NB3_RSSI,NB4_EARFCN,NB4_PCI,NB4_RSRQ,NB4_RSRP,NB4_RSSI,NB5_EARFCN,NB5_PCI,NB5_RSRQ,NB5_RSRP,NB5_RSSI,NB6_EARFCN,NB6_PCI,NB6_RSRQ,NB6_RSRP,NB6_RSSI,NB7_EARFCN,NB7_PCI,NB7_RSRQ,NB7_RSRP,NB7_RSSI,NB8_EARFCN,NB8_PCI,NB8_RSRQ,NB8_RSRP,NB8_RSSI,NB9_EARFCN,NB9_PCI,NB9_RSRQ,NB9_RSRP,NB9_RSSI,NB10_EARFCN,NB10_PCI,NB10_RSRQ,NB10_RSRP,NB10_RSSI
11/30/23 14:27:47,38.9513056,-95.24910573333334,311,480,277,2300,216455.22,55302,-85,-16,-48,9,
11/30/23 14:27:51,38.951327633333335,-95.24910876666667,311,480,277,2300,216455.22,55302,-73,-13,-37,13,
11/30/23 14:27:55,38.95134595,-95.24907705,311,480,277,2300,216455.22,55302,-81,-15,-45,9,
11/30/23 14:27:59,38.95161136666667,-95.24907576666666,311,480,277,2300,216455.22,55302,-84,-15,-48,0,
11/30/23 14:28:03,38.95179013333333,-95.24907035,311,480,277,2300,216455.22,55302,-87,-15,-52,11,
11/30/23 14:28:07,38.95199358333333,-95.24903196666666,311,480,277,2300,216455.22,55302,-90,-17,-52,9,
11/30/23 14:28:11,38.95220571666667,-95.24899985,311,480,277,2300,216455.22,55302,-84,-15,-49,11,
11/30/23 14:28:15,38.9523763,-95.24896828333334,311,480,277,2300,216455.22,55302,-85,-15,-49,10,
11/30/23 14:28:19,38.95241108333333,-95.24888681666667,311,480,277,2300,216455.22,55302,-86,-15,-49,11,
11/30/23 14:28:24,38.952410283333336,-95.24853408333334,311,480,277,2300,216455.22,55302,-84,-13,-49,12,
11/30/23 14:28:28,38.952429966666664,-95.24853966666667,311,480,277,2300,216455.22,55302,-88,-16,-50,10,
11/30/23 14:28:32,38.95242918333334,-95.24861401666666,311,480,277,2300,216455.22,55302,-89,-17,-50,8,
11/30/23 14:28:36,38.952470266666666,-95.2486864,311,480,388,2300,216840.22,55302,-87,-14,-53,10,311,480,388,2300,216840.22,55302,-86,-13,-53,10,
11/30/23 14:28:44,38.952852566666664,-95.24868935,311,480,388,2300,216840.22,55302,-80,-9,-50,16,
11/30/23 14:28:48,38.953054466666664,-95.2486376,311,480,388,2300,216840.22,55302,-74,-7,-44,18,
11/30/23 14:28:52,38.953139316666665,-95.24861375,311,480,388,2300,216840.22,55302,-76,-8,-46,18,
11/30/23 14:28:56,38.953137283333334,-95.24856878333334,311,480,388,2300,216840.22,55302,-76,-8,-48,12,
11/30/23 14:29:01,38.95322096666666,-95.24872035,311,480,388,2300,216840.22,55302,-82,-10,-50,12,
11/30/23 14:29:05,38.95329546666667,-95.24878141666667,311,480,388,2300,216840.22,55302,-84,-12,-55,11,
11/30/23 14:29:09,38.95331538333333,-95.24916891666666,311,480,388,2300,216840.22,55302,-90,-15,-51,9,
11/30/23 14:29:13,38.95344611666667,-95.24931571666667,311,480,277,2300,216455.22,55302,-90,-16,-54,9,
11/30/23 14:29:17,38.953555466666664,-95.2494927,311,480,277,2300,216455.22,55302,-89,-16,-53,9,
11/30/23 14:29:21,38.95336931666667,-95.24943631666666,311,480,277,2300,216455.22,55302,-90,-16,-53,9,
11/30/23 14:29:25,38.95334736666667,-95.2495076,311,480,277,2300,216455.22,55302,-90,-15,-53,9,311,480,277,2300,216455.22,55302,-88,-15,-52,9,311,480,277,2300,216455.22,55302,-88,-14,-53,11,
11/30/23 14:29:38,38.95340006666667,-95.24966136666667,311,480,388,2300,216840.22,55302,-83,-9,-53,15,
11/30/23 14:29:42,38.9534017,-95.2497606,311,480,388,2300,216840.22,55302,-89,-13,-56,11,
11/30/23 14:29:46,38.953447366666666,-95.24987846666667,311,480,388,2300,216840.22,55302,-89,-13,-54,9,
11/30/23 14:29:50,38.9534422,-95.24998081666666,311,480,277,2300,216455.22,55302,-91,-16,-54,9,
11/30/23 14:29:56,38.9534308,-95.25002296666666,2300,388,-8,-81,-53,2300,277,-17,-91,-63,2300,278,-20,-97,-63,
11/30/23 14:30:00,38.95342241666667,-95.25006125,
11/30/23 14:30:02,38.95343656666667,-95.25006611666667,2300,388,-10,-84,-54,2300,277,-18,-93,-66,2300,278,-20,-97,-66,
11/30/23 14:30:06,38.95341418333334,-95.25005935,311,480,284,2300,216839.32,55302,-87,-11,-56,12,311,480,284,2300,216839.32,55302,-88,-10,-58,13,2300,388,-13,-90,-69,2300,119,-20,-105,-71,2300,277,-20,-98,-69,2300,284,-12,-91,-57,2300,278,-20,-98,-69,
11/30/23 14:33:31,38.95339311666667,-95.25111803333333,311,480,284,2300,216839.32,55302,-93,-15,-58,9,
11/30/23 14:33:35,38.953676116666664,-95.25110851666666,311,480,389,2300,216840.32,55302,-93,-15,-58,8,
11/30/23 14:33:39,38.95406555,-95.25111025,311,480,389,2300,216840.32,55302,-86,-9,-57,14,
