Date,Time,UL,DL
2025/Sep/04,23:20:50,1.66,6.76
2025/Sep/04,23:20:53,3.14,11.4
2025/Sep/04,23:20:56,5.81,11.2
2025/Sep/04,23:21:00,2.18,5.67
2025/Sep/04,23:21:02,1.41,3.0
2025/Sep/04,23:21:06,0.57,2.69
2025/Sep/04,23:21:10,4.37,11.8
2025/Sep/04,23:21:11,2.41,11.7
2025/Sep/04,23:21:16,1.02,3.56
2025/Sep/04,23:21:20,4.83,6.61
2025/Sep/04,23:21:23,2.36,4.26
2025/Sep/04,23:21:27,1.05,1.65
2025/Sep/04,23:21:31,2.37,10.3
2025/Sep/04,23:21:35,4.32,4.96
2025/Sep/04,23:21:39,11.6,9.06
2025/Sep/04,23:21:42,5.11,12.0
2025/Sep/04,23:21:43,6.01,3.06
2025/Sep/04,23:21:47,3.0,6.55
2025/Sep/04,23:21:50,3.0,13.9
2025/Sep/04,23:21:54,5.77,7.89
2025/Sep/04,23:21:56,5.26,17.1
2025/Sep/04,23:22:00,4.63,11.4
2025/Sep/04,23:22:03,4.8,6.78
2025/Sep/04,23:22:06,16.1,8.14
2025/Sep/04,23:22:07,9.18,18.8
2025/Sep/04,23:22:11,10.6,10.9
2025/Sep/04,23:22:14,4.16,9.13
2025/Sep/04,23:22:15,2.4,4.96
2025/Sep/04,23:22:19,1.37,2.46
2025/Sep/04,23:22:24,2.48,2.44
2025/Sep/04,23:22:27,2.55,5.48
2025/Sep/04,23:22:31,1.05,1.28
2025/Sep/04,23:22:35,5.49,17.3
2025/Sep/04,23:22:38,4.5,12.5
2025/Sep/04,23:22:41,10.2,9.03
2025/Sep/04,23:22:42,9.15,8.51
2025/Sep/04,23:22:46,5.03,8.28
2025/Sep/04,23:22:50,1.61,3.11
2025/Sep/04,23:22:51,2.42,3.85
2025/Sep/04,23:22:55,1.54,3.09
2025/Sep/04,23:22:59,35.3,13.7
2025/Sep/04,23:23:03,5.44,10.8
2025/Sep/04,23:23:06,4.46,11.3
2025/Sep/04,23:23:09,2.44,11.6
2025/Sep/04,23:23:12,1.69,2.42
2025/Sep/04,23:23:14,2.44,3.17
2025/Sep/04,23:23:18,2.48,6.03
2025/Sep/04,23:23:23,1.07,1.19
2025/Sep/04,23:23:30,3.16,6.17
2025/Sep/04,23:23:34,3.06,5.38
2025/Sep/04,23:23:37,2.42,14.1
2025/Sep/04,23:23:41,2.4,5.21
2025/Sep/04,23:23:44,2.39,4.79
2025/Sep/04,23:23:48,2.08,3.2
2025/Sep/04,23:23:49,1.88,3.0
2025/Sep/04,23:23:52,5.66,8.33
2025/Sep/04,23:24:32,5.17,11.9
2025/Sep/04,23:24:35,7.93,16.0
2025/Sep/04,23:24:36,4.31,14.8
2025/Sep/04,23:24:40,3.05,38.3
2025/Sep/04,23:24:43,4.97,10.1
2025/Sep/04,23:24:47,5.32,11.2
2025/Sep/04,23:24:50,1.59,5.78
2025/Sep/04,23:24:58,2.44,4.19
2025/Sep/04,23:24:59,1.66,3.45
2025/Sep/04,23:25:01,5.6,5.87
2025/Sep/04,23:25:06,3.72,15.4
2025/Sep/04,23:25:09,11.0,9.19
2025/Sep/04,23:25:10,6.64,9.54
2025/Sep/04,23:25:14,12.8,6.14
2025/Sep/04,23:25:17,5.81,9.28
2025/Sep/04,23:25:20,10.0,13.1
2025/Sep/04,23:25:23,6.86,9.4
2025/Sep/04,23:25:26,8.96,12.5
2025/Sep/04,23:25:27,5.73,21.1
2025/Sep/04,23:25:31,4.95,12.5
2025/Sep/04,23:25:34,4.19,18.8
2025/Sep/04,23:25:37,10.7,12.5
2025/Sep/04,23:25:40,6.93,12.5
2025/Sep/04,23:25:41,28.7,15.2
2025/Sep/04,23:25:45,4.14,10.4
2025/Sep/04,23:25:46,6.7,8.0
2025/Sep/04,23:25:48,5.03,15.4
2025/Sep/04,23:25:52,4.33,12.1
2025/Sep/04,23:25:55,4.53,9.2
2025/Sep/04,23:25:58,3.79,13.2
2025/Sep/04,23:26:01,4.74,8.12
2025/Sep/04,23:26:04,3.81,12.7
2025/Sep/04,23:26:07,3.8,12.4
2025/Sep/04,23:26:10,4.29,13.1
2025/Sep/04,23:26:13,6.29,15.1
2025/Sep/04,23:26:17,4.48,10.5
2025/Sep/04,23:26:20,4.31,13.5
2025/Sep/04,23:26:23,6.29,16.7
2025/Sep/04,23:26:24,3.18,19.3
2025/Sep/04,23:26:26,4.84,40.2
2025/Sep/04,23:26:30,3.76,16.6
2025/Sep/04,23:26:31,3.86,9.15
2025/Sep/04,23:26:35,5.82,12.9
2025/Sep/04,23:26:38,5.67,13.5
2025/Sep/04,23:26:41,5.23,9.06
2025/Sep/04,23:26:42,4.33,34.1
2025/Sep/04,23:26:46,3.82,13.1
2025/Sep/04,23:26:49,3.98,19.4
2025/Sep/04,23:26:52,4.62,28.1
2025/Sep/04,23:26:56,3.84,8.74
2025/Sep/04,23:26:59,3.76,13.4
2025/Sep/04,23:27:00,7.92,13.2
2025/Sep/04,23:27:02,3.84,13.6
2025/Sep/04,23:27:06,2.86,39.9
2025/Sep/04,23:27:10,4.46,14.4
2025/Sep/04,23:27:11,4.41,14.2
2025/Sep/04,23:27:15,1.01,35.7
2025/Sep/04,23:27:19,3.56,24.2
2025/Sep/04,23:27:24,2.32,32.0
2025/Sep/04,23:27:27,5.73,15.3
2025/Sep/04,23:27:31,4.92,8.93
2025/Sep/04,23:27:34,3.35,13.2
2025/Sep/04,23:27:35,3.99,10.8
2025/Sep/04,23:27:39,3.8,12.0
2025/Sep/04,23:27:40,5.55,14.7
2025/Sep/04,23:27:44,5.45,12.7
2025/Sep/04,23:27:47,3.97,14.7
2025/Sep/04,23:27:50,5.0,14.5
2025/Sep/04,23:27:51,3.97,9.48
2025/Sep/04,23:27:55,3.92,9.09
2025/Sep/04,23:27:58,3.73,12.9
2025/Sep/04,23:28:02,4.61,14.7
2025/Sep/04,23:28:05,4.54,15.2
2025/Sep/04,23:28:06,3.72,14.2
2025/Sep/04,23:28:10,3.22,18.5
2025/Sep/04,23:28:13,4.42,10.1
2025/Sep/04,23:28:16,5.77,10.8
2025/Sep/04,23:28:17,4.99,14.4
2025/Sep/04,23:28:21,5.78,12.4
2025/Sep/04,23:28:25,3.67,13.8
2025/Sep/04,23:28:28,3.22,20.8
2025/Sep/04,23:28:31,3.77,13.0
2025/Sep/04,23:28:34,3.5,14.9
2025/Sep/04,23:28:37,1.6,18.4
2025/Sep/04,23:28:42,3.09,31.7
2025/Sep/04,23:28:45,4.85,16.0
2025/Sep/04,23:28:49,1.01,31.2
2025/Sep/04,23:28:50,1.13,25.6
2025/Sep/04,23:28:55,3.8,14.1
2025/Sep/04,23:28:58,1.03,29.9
2025/Sep/04,23:29:03,0.57,26.4
2025/Sep/04,23:29:07,3.72,10.7
2025/Sep/04,23:29:10,1.55,13.1
2025/Sep/04,23:29:13,1.01,28.3
2025/Sep/04,23:29:18,1.79,6.76
2025/Sep/04,23:29:24,2.35,10.4
2025/Sep/04,23:29:28,0.57,12.4
2025/Sep/04,23:29:33,1.09,13.2
2025/Sep/04,23:29:38,1.07,17.3
2025/Sep/04,23:29:42,2.47,15.6
2025/Sep/04,23:29:46,1.54,9.6
2025/Sep/04,23:29:49,1.05,16.4
2025/Sep/04,23:29:54,0.57,19.3
2025/Sep/04,23:29:58,2.99,11.1
2025/Sep/04,23:29:59,2.36,12.1
2025/Sep/04,23:30:05,1.03,7.8
2025/Sep/04,23:30:10,0.57,23.7
2025/Sep/04,23:30:15,1.41,17.9
2025/Sep/04,23:30:20,0.57,9.11
2025/Sep/04,23:30:24,2.22,11.2
2025/Sep/04,23:30:28,1.41,24.6
2025/Sep/04,23:30:31,1.62,28.9
2025/Sep/04,23:30:32,2.54,15.2
2025/Sep/04,23:30:38,3.2,19.1
2025/Sep/04,23:30:41,1.68,19.0
2025/Sep/04,23:30:46,3.38,9.6
2025/Sep/04,23:30:50,3.16,28.1
2025/Sep/04,23:30:53,1.01,18.1
2025/Sep/04,23:30:57,6.09,15.9
2025/Sep/04,23:31:02,3.67,15.0
2025/Sep/04,23:31:05,1.01,12.0
