Date Time,Max_RTT_ms,Sent_Packets,Received_Packets
2025/Sep/23 15:52:44,48.171,1,1
2025/Sep/23 15:52:45,35.947,1,1
2025/Sep/23 15:52:46,51.964,1,1
2025/Sep/23 15:52:48,37.077,1,1
2025/Sep/23 15:52:49,38.816,1,1
2025/Sep/23 15:52:50,32.180,1,1
2025/Sep/23 15:52:51,36.824,1,1
2025/Sep/23 15:52:52,35.890,1,1
2025/Sep/23 15:52:54,35.038,1,1
2025/Sep/23 15:52:55,41.155,1,1
2025/Sep/23 15:52:56,32.904,1,1
2025/Sep/23 15:52:57,36.469,1,1
2025/Sep/23 15:52:58,34.670,1,1
2025/Sep/23 15:53:00,36.476,1,1
2025/Sep/23 15:53:01,38.026,1,1
2025/Sep/23 15:53:02,36.298,1,1
2025/Sep/23 15:53:03,32.936,1,1
2025/Sep/23 15:53:04,33.774,1,1
2025/Sep/23 15:53:06,38.150,1,1
2025/Sep/23 15:53:07,36.569,1,1
2025/Sep/23 15:53:08,37.530,1,1
2025/Sep/23 15:53:09,37.060,1,1
2025/Sep/23 15:53:10,45.309,1,1
2025/Sep/23 15:53:11,40.454,1,1
2025/Sep/23 15:53:13,N/A,1,0
2025/Sep/23 15:53:14,41.855,1,1
2025/Sep/23 15:53:15,56.889,1,1
2025/Sep/23 15:53:16,39.497,1,1
2025/Sep/23 15:53:18,33.558,1,1
2025/Sep/23 15:53:19,39.468,1,1
2025/Sep/23 15:53:20,35.638,1,1
2025/Sep/23 15:53:21,52.142,1,1
2025/Sep/23 15:53:23,35.959,1,1
2025/Sep/23 15:53:24,42.036,1,1
2025/Sep/23 15:53:25,35.976,1,1
2025/Sep/23 15:53:26,37.860,1,1
2025/Sep/23 15:53:28,42.675,1,1
2025/Sep/23 15:53:29,36.666,1,1
2025/Sep/23 15:53:30,37.142,1,1
2025/Sep/23 15:53:32,39.714,1,1
2025/Sep/23 15:53:33,33.885,1,1
2025/Sep/23 15:53:34,32.773,1,1
2025/Sep/23 15:53:35,36.129,1,1
2025/Sep/23 15:53:37,36.870,1,1
2025/Sep/23 15:53:38,32.991,1,1
2025/Sep/23 15:53:39,39.162,1,1
2025/Sep/23 15:53:40,39.369,1,1
2025/Sep/23 15:53:41,33.660,1,1
2025/Sep/23 15:53:42,34.704,1,1
2025/Sep/23 15:53:44,42.283,1,1
2025/Sep/23 15:53:45,36.908,1,1
2025/Sep/23 15:53:46,37.054,1,1
2025/Sep/23 15:53:47,38.189,1,1
2025/Sep/23 15:53:48,37.559,1,1
2025/Sep/23 15:53:50,34.626,1,1
2025/Sep/23 15:53:51,35.307,1,1
2025/Sep/23 15:53:52,39.183,1,1
2025/Sep/23 15:53:53,36.540,1,1
2025/Sep/23 15:53:55,36.499,1,1
2025/Sep/23 15:53:56,40.110,1,1
2025/Sep/23 15:53:57,35.601,1,1
2025/Sep/23 15:53:59,34.975,1,1
2025/Sep/23 15:54:00,35.550,1,1
2025/Sep/23 15:54:01,36.690,1,1
2025/Sep/23 15:54:02,35.021,1,1
2025/Sep/23 15:54:04,39.026,1,1
2025/Sep/23 15:54:05,43.533,1,1
2025/Sep/23 15:54:06,32.687,1,1
2025/Sep/23 15:54:07,41.343,1,1
2025/Sep/23 15:54:08,39.769,1,1
2025/Sep/23 15:54:10,38.586,1,1
2025/Sep/23 15:54:11,34.645,1,1
2025/Sep/23 15:54:12,35.142,1,1
2025/Sep/23 15:54:13,37.559,1,1
2025/Sep/23 15:54:14,40.208,1,1
2025/Sep/23 15:54:16,38.534,1,1
2025/Sep/23 15:54:17,44.086,1,1
2025/Sep/23 15:54:18,40.488,1,1
2025/Sep/23 15:54:19,34.571,1,1
2025/Sep/23 15:54:20,35.947,1,1
2025/Sep/23 15:54:22,34.738,1,1
2025/Sep/23 15:54:23,37.581,1,1
2025/Sep/23 15:54:24,38.860,1,1
2025/Sep/23 15:54:25,37.790,1,1
2025/Sep/23 15:54:27,43.947,1,1
2025/Sep/23 15:54:28,37.628,1,1
