Date Time,latitude,longitude,MCC,MNC,PCI,EARFCN,CellID,LAC,RSRP,RSRQ,RSSI,SINR,NB1_EARFCN,NB1_PCI,NB1_RSRQ,NB1_RSRP,NB1_RSSI,NB2_EARFCN,NB2_PCI,NB2_RSRQ,NB2_RSRP,NB2_RSSI,NB3_EARFCN,NB3_PCI,NB3_RSRQ,NB3_RSRP,NB3_RSSI,NB4_EARFCN,NB4_PCI,NB4_RSRQ,NB4_RSRP,NB4_RSSI,NB5_EARFCN,NB5_PCI,NB5_RSRQ,NB5_RSRP,NB5_RSSI,NB6_EARFCN,NB6_PCI,NB6_RSRQ,NB6_RSRP,NB6_RSSI,NB7_EARFCN,NB7_PCI,NB7_RSRQ,NB7_RSRP,NB7_RSSI,NB8_EARFCN,NB8_PCI,NB8_RSRQ,NB8_RSRP,NB8_RSSI,NB9_EARFCN,NB9_PCI,NB9_RSRQ,NB9_RSRP,NB9_RSSI,NB10_EARFCN,NB10_PCI,NB10_RSRQ,NB10_RSRP,NB10_RSSI,,311,480,78,5230,216254.1,55302,-92,-11,-62,11,5230,78,-11,-92,-67,5230,79,-14,-93,-71,
2025/Mar/18 11:33:19,,,311,480,78,5230,216254.1,55302,-88,-11,-58,13,5230,78,-11,-88,-56,5230,79,-13,-88,-66,
2025/Mar/18 11:33:20,,,311,480,78,5230,216254.1,55302,-88,-12,-57,13,5230,78,-12,-88,-57,5230,79,-13,-88,-66,
2025/Mar/18 11:33:21,,,311,480,78,5230,216254.1,55302,-88,-11,-58,10,5230,78,-11,-88,-58,5230,79,-13,-88,-65,
2025/Mar/18 11:33:22,,,311,480,78,5230,216254.1,55302,-88,-12,-57,13,5230,78,-12,-88,-57,5230,79,-13,-88,-65,
2025/Mar/18 11:33:23,,,311,480,78,5230,216254.1,55302,-87,-12,-57,11,5230,78,-12,-87,-57,5230,79,-13,-88,-67,
2025/Mar/18 11:33:24,,,311,480,78,5230,216254.1,55302,-88,-12,-57,11,5230,78,-12,-88,-57,5230,79,-14,-89,-67,
2025/Mar/18 11:33:26,,,311,480,78,5230,216254.1,55302,-88,-12,-57,10,5230,78,-12,-88,-57,5230,79,-13,-88,-66,
2025/Mar/18 11:33:27,,,311,480,78,5230,216254.1,55302,-88,-12,-57,11,5230,78,-12,-88,-58,5230,79,-13,-88,-66,
2025/Mar/18 11:33:28,,,311,480,78,5230,216254.1,55302,-87,-11,-60,11,5230,78,-11,-87,-57,5230,79,-13,-88,-66,
2025/Mar/18 11:33:29,,,311,480,78,5230,216254.1,55302,-88,-11,-59,11,5230,78,-11,-88,-58,5230,79,-13,-88,-67,
2025/Mar/18 11:33:30,,,311,480,78,5230,216254.1,55302,-88,-11,-58,11,5230,78,-11,-88,-61,5230,79,-12,-88,-67,
2025/Mar/18 11:33:31,,,311,480,78,5230,216254.1,55302,-88,-11,-59,11,5230,78,-11,-88,-57,5230,79,-13,-88,-66,
2025/Mar/18 11:33:32,,,311,480,78,5230,216254.1,55302,-87,-11,-60,10,5230,78,-11,-87,-58,5230,79,-12,-88,-66,
2025/Mar/18 11:33:33,,,311,480,78,5230,216254.1,55302,-88,-11,-59,11,5230,78,-11,-88,-59,5230,79,-13,-88,-66,
2025/Mar/18 11:33:34,,,311,480,78,5230,216254.1,55302,-88,-11,-59,11,5230,78,-11,-88,-59,5230,79,-13,-88,-68,
2025/Mar/18 11:33:35,,,311,480,78,5230,216254.1,55302,-88,-11,-57,12,5230,78,-11,-88,-58,5230,79,-12,-88,-66,
2025/Mar/18 11:33:37,,,311,480,78,5230,216254.1,55302,-88,-11,-58,11,5230,78,-11,-88,-59,5230,79,-13,-88,-66,
2025/Mar/18 11:33:38,,,311,480,78,5230,216254.1,55302,-88,-11,-60,11,5230,78,-10,-88,-59,5230,79,-12,-88,-66,
2025/Mar/18 11:33:39,,,311,480,78,5230,216254.1,55302,-88,-12,-57,12,5230,78,-12,-88,-58,5230,79,-13,-88,-66,5230,299,-20,-104,-67,
2025/Mar/18 11:33:40,,,311,480,78,5230,216254.1,55302,-88,-10,-61,11,5230,78,-10,-88,-59,5230,79,-11,-88,-67,
2025/Mar/18 11:33:41,,,311,480,78,5230,216254.1,55302,-88,-11,-58,13,5230,78,-11,-88,-60,5230,79,-12,-88,-67,
2025/Mar/18 11:33:42,,,311,480,78,5230,216254.1,55302,-88,-10,-61,11,5230,78,-10,-88,-59,5230,79,-12,-88,-67,
2025/Mar/18 11:33:43,,,311,480,78,5230,216254.1,55302,-88,-11,-60,11,5230,78,-11,-88,-58,5230,79,-13,-89,-66,5230,9,-20,-105,-66,
2025/Mar/18 11:33:44,,,311,480,78,5230,216254.1,55302,-88,-11,-61,11,5230,78,-11,-88,-59,5230,79,-12,-89,-67,
2025/Mar/18 11:33:45,,,311,480,78,5230,216254.1,55302,-88,-12,-58,10,5230,78,-12,-88,-57,5230,79,-13,-88,-66,
2025/Mar/18 11:33:46,,,311,480,78,5230,216254.1,55302,-88,-11,-59,10,5230,78,-10,-88,-59,5230,79,-12,-88,-68,
2025/Mar/18 11:33:47,,,311,480,78,5230,216254.1,55302,-88,-11,-58,11,5230,78,-11,-88,-57,5230,79,-13,-88,-66,
2025/Mar/18 11:33:49,,,311,480,78,5230,216254.1,55302,-88,-11,-57,11,5230,78,-11,-88,-57,5230,79,-13,-88,-65,
2025/Mar/18 11:33:50,,,311,480,78,5230,216254.1,55302,-88,-11,-60,11,5230,78,-11,-88,-59,5230,79,-13,-88,-67,
2025/Mar/18 11:33:51,,,311,480,78,5230,216254.1,55302,-88,-11,-57,11,5230,78,-11,-88,-60,5230,79,-12,-88,-66,
2025/Mar/18 11:33:52,,,311,480,78,5230,216254.1,55302,-88,-10,-59,10,5230,78,-10,-88,-60,5230,79,-11,-88,-67,
2025/Mar/18 11:33:53,,,311,480,78,5230,216254.1,55302,-88,-11,-58,11,5230,78,-11,-88,-62,5230,79,-12,-88,-67,
2025/Mar/18 11:33:54,,,311,480,78,5230,216254.1,55302,-88,-10,-58,11,5230,78,-10,-88,-58,5230,79,-11,-88,-67,
2025/Mar/18 11:33:55,,,311,480,78,5230,216254.1,55302,-88,-11,-59,10,5230,78,-12,-88,-58,5230,79,-13,-88,-66,
2025/Mar/18 11:33:56,,,311,480,78,5230,216254.1,55302,-88,-11,-58,13,5230,78,-11,-88,-58,5230,79,-12,-88,-67,
2025/Mar/18 11:33:57,,,311,480,78,5230,216254.1,55302,-88,-11,-58,14,5230,78,-11,-88,-58,5230,79,-12,-88,-67,
2025/Mar/18 11:33:58,,,311,480,78,5230,216254.1,55302,-88,-11,-57,11,5230,78,-11,-88,-60,5230,79,-13,-88,-65,
2025/Mar/18 11:33:59,,,311,480,78,5230,216254.1,55302,-88,-10,-62,13,5230,78,-10,-88,-58,5230,79,-12,-88,-67,
2025/Mar/18 11:34:01,,,311,480,78,5230,216254.1,55302,-88,-11,-59,13,5230,78,-11,-88,-59,5230,79,-12,-88,-67,
2025/Mar/18 11:34:02,,,311,480,78,5230,216254.1,55302,-88,-10,-57,12,5230,78,-10,-88,-59,5230,79,-12,-88,-67,
2025/Mar/18 11:34:03,,,311,480,78,5230,216254.1,55302,-88,-11,-58,10,5230,78,-11,-88,-59,5230,79,-12,-88,-68,
2025/Mar/18 11:34:04,,,311,480,78,5230,216254.1,55302,-88,-10,-62,15,5230,78,-10,-88,-60,5230,79,-12,-88,-66,
2025/Mar/18 11:34:05,,,311,480,78,5230,216254.1,55302,-88,-11,-57,11,5230,78,-11,-88,-60,5230,79,-13,-88,-67,
2025/Mar/18 11:34:06,,,311,480,78,5230,216254.1,55302,-88,-10,-59,12,5230,78,-10,-88,-60,5230,79,-12,-88,-68,
2025/Mar/18 11:34:07,,,311,480,78,5230,216254.1,55302,-88,-12,-59,11,5230,78,-11,-88,-58,5230,79,-14,-88,-66,
2025/Mar/18 11:34:08,,,311,480,78,5230,216254.1,55302,-88,-12,-60,11,5230,78,-11,-88,-57,5230,79,-13,-88,-66,
2025/Mar/18 11:34:09,,,311,480,78,5230,216254.1,55302,-88,-11,-58,12,5230,78,-11,-88,-59,5230,79,-13,-88,-66,
2025/Mar/18 11:34:10,,,311,480,78,5230,216254.1,55302,-88,-11,-57,10,5230,78,-11,-88,-58,5230,79,-13,-88,-67,
2025/Mar/18 11:34:11,,,311,480,78,5230,216254.1,55302,-88,-11,-59,11,5230,78,-11,-88,-58,5230,79,-13,-88,-66,
2025/Mar/18 11:34:12,,,311,480,78,5230,216254.1,55302,-88,-11,-59,11,5230,78,-10,-88,-60,5230,79,-12,-88,-67,
2025/Mar/18 11:34:13,,,311,480,78,5230,216254.1,55302,-88,-11,-60,11,5230,78,-11,-88,-59,5230,79,-13,-89,-67,
2025/Mar/18 11:34:14,,,311,480,78,5230,216254.1,55302,-89,-12,-58,11,5230,78,-12,-89,-59,5230,79,-13,-89,-67,
2025/Mar/18 11:34:15,,,311,480,78,5230,216254.1,55302,-89,-11,-60,10,5230,78,-11,-89,-59,5230,79,-12,-89,-67,
2025/Mar/18 11:34:16,,,311,480,78,5230,216254.1,55302,-89,-12,-60,11,5230,78,-11,-89,-60,5230,79,-13,-89,-67,
2025/Mar/18 11:34:17,,,311,480,78,5230,216254.1,55302,-89,-11,-58,10,5230,78,-11,-88,-59,5230,79,-13,-89,-67,
2025/Mar/18 11:34:18,,,311,480,78,5230,216254.1,55302,-88,-11,-59,11,5230,78,-11,-88,-58,5230,79,-13,-88,-66,
2025/Mar/18 11:34:19,,,311,480,78,5230,216254.1,55302,-88,-11,-58,11,5230,78,-11,-87,-58,5230,79,-13,-88,-66,
2025/Mar/18 11:34:20,,,311,480,78,5230,216254.1,55302,-87,-11,-59,10,5230,78,-11,-87,-59,5230,79,-13,-88,-67,
2025/Mar/18 11:34:21,,,311,480,78,5230,216254.1,55302,-87,-11,-58,10,5230,78,-11,-87,-55,5230,79,-13,-88,-64,
2025/Mar/18 11:34:22,,,311,480,78,5230,216254.1,55302,-88,-11,-60,14,5230,78,-12,-88,-59,5230,79,-13,-88,-65,
2025/Mar/18 11:34:24,,,311,480,78,5230,216254.1,55302,-88,-11,-61,15,5230,78,-11,-87,-61,5230,79,-13,-87,-65,
2025/Mar/18 11:34:25,,,311,480,78,5230,216254.1,55302,-87,-10,-58,11,5230,78,-10,-87,-58,5230,79,-12,-88,-67,
2025/Mar/18 11:34:26,,,311,480,78,5230,216254.1,55302,-87,-11,-60,12,5230,78,-10,-87,-60,5230,79,-12,-88,-67,
2025/Mar/18 11:34:27,,,311,480,78,5230,216254.1,55302,-88,-11,-58,12,5230,78,-11,-88,-57,5230,79,-13,-88,-65,
2025/Mar/18 11:34:28,,,311,480,78,5230,216254.1,55302,-88,-12,-58,10,5230,78,-12,-88,-59,5230,79,-13,-88,-65,
2025/Mar/18 11:34:29,,,311,480,78,5230,216254.1,55302,-88,-11,-56,10,5230,78,-12,-88,-58,5230,79,-14,-88,-66,
2025/Mar/18 11:34:30,,,311,480,78,5230,216254.1,55302,-87,-11,-60,14,5230,78,-11,-87,-61,5230,79,-13,-88,-67,
2025/Mar/18 11:34:31,,,311,480,78,5230,216254.1,55302,-88,-9,-62,13,5230,78,-10,-88,-57,5230,79,-12,-88,-67,
2025/Mar/18 11:34:32,,,311,480,78,5230,216254.1,55302,-88,-11,-58,12,5230,78,-11,-88,-60,5230,79,-13,-88,-68,5230,493,-20,-105,-69,
2025/Mar/18 11:34:33,,,311,480,78,5230,216254.1,55302,-88,-10,-59,14,5230,78,-10,-88,-59,5230,79,-12,-88,-67,
2025/Mar/18 11:34:34,,,311,480,78,5230,216254.1,55302,-88,-10,-61,15,5230,78,-11,-88,-60,5230,79,-13,-88,-66,5230,429,-20,-104,-66,
2025/Mar/18 11:34:36,,,311,480,78,5230,216254.1,55302,-88,-11,-58,13,5230,78,-10,-88,-58,5230,79,-12,-88,-67,
2025/Mar/18 11:34:37,,,311,480,78,5230,216254.1,55302,-88,-11,-57,13,5230,78,-11,-88,-59,5230,79,-13,-88,-67,
2025/Mar/18 11:34:38,,,311,480,78,5230,216254.1,55302,-88,-10,-59,11,5230,78,-10,-88,-61,5230,79,-13,-88,-68,
2025/Mar/18 11:34:39,,,311,480,78,5230,216254.1,55302,-88,-10,-63,12,5230,78,-10,-88,-62,5230,79,-13,-89,-69,
2025/Mar/18 11:34:40,,,311,480,78,5230,216254.1,55302,-88,-10,-63,14,5230,78,-10,-88,-60,5230,79,-11,-89,-69,
2025/Mar/18 11:34:41,,,311,480,78,5230,216254.1,55302,-87,-11,-58,11,5230,78,-11,-88,-58,5230,79,-13,-88,-67,
2025/Mar/18 11:34:42,,,311,480,78,5230,216254.1,55302,-88,-11,-57,11,5230,78,-11,-88,-62,5230,79,-13,-89,-68,
2025/Mar/18 11:34:43,,,311,480,78,5230,216254.1,55302,-88,-9,-63,13,5230,78,-10,-88,-59,5230,79,-11,-88,-69,
2025/Mar/18 11:34:44,,,311,480,78,5230,216254.1,55302,-88,-10,-62,14,5230,78,-9,-88,-63,5230,79,-12,-88,-68,
2025/Mar/18 11:34:45,,,311,480,78,5230,216254.1,55302,-88,-10,-57,12,5230,78,-11,-88,-58,5230,79,-13,-88,-67,
2025/Mar/18 11:34:46,,,311,480,78,5230,216254.1,55302,-87,-9,-62,13,5230,78,-9,-87,-59,5230,79,-12,-88,-67,
2025/Mar/18 11:34:48,,,311,480,78,5230,216254.1,55302,-88,-10,-63,16,5230,78,-9,-88,-62,5230,79,-12,-88,-69,
2025/Mar/18 11:34:49,,,311,480,78,5230,216254.1,55302,-88,-10,-59,14,5230,78,-11,-88,-58,5230,79,-13,-88,-67,
2025/Mar/18 11:34:50,,,311,480,78,5230,216254.1,55302,-88,-11,-58,12,5230,78,-11,-88,-60,5230,79,-13,-89,-69,
2025/Mar/18 11:34:51,,,311,480,78,5230,216254.1,55302,-88,-11,-62,12,5230,78,-11,-88,-58,5230,79,-13,-88,-67,
2025/Mar/18 11:34:52,,,311,480,78,5230,216254.1,55302,-88,-11,-59,12,5230,78,-10,-88,-61,5230,79,-13,-88,-69,
2025/Mar/18 11:34:53,,,311,480,78,5230,216254.1,55302,-88,-11,-60,11,5230,78,-11,-88,-57,5230,79,-13,-88,-65,
2025/Mar/18 11:34:54,,,311,480,78,5230,216254.1,55302,-88,-11,-58,11,5230,78,-11,-88,-62,5230,79,-13,-88,-67,
2025/Mar/18 11:34:55,,,311,480,78,5230,216254.1,55302,-88,-10,-59,12,5230,78,-10,-88,-59,5230,79,-13,-88,-67,
2025/Mar/18 11:34:56,,,311,480,78,5230,216254.1,55302,-88,-11,-58,12,5230,78,-11,-88,-59,5230,79,-13,-88,-66,
2025/Mar/18 11:34:57,,,311,480,78,5230,216254.1,55302,-88,-11,-59,11,5230,78,-11,-88,-58,5230,79,-13,-88,-67,
2025/Mar/18 11:34:59,,,311,480,78,5230,216254.1,55302,-88,-11,-61,12,5230,78,-11,-88,-59,5230,79,-13,-88,-66,
2025/Mar/18 11:35:00,,,311,480,78,5230,216254.1,55302,-88,-11,-57,11,5230,78,-11,-88,-58,5230,79,-13,-88,-66,
2025/Mar/18 11:35:01,,,311,480,78,5230,216254.1,55302,-88,-11,-57,12,5230,78,-10,-88,-57,5230,79,-12,-88,-66,
2025/Mar/18 11:35:02,,,311,480,78,5230,216254.1,55302,-88,-11,-58,11,5230,78,-11,-88,-57,5230,79,-13,-88,-67,
2025/Mar/18 11:35:03,,,311,480,78,5230,216254.1,55302,-88,-11,-57,12,5230,78,-11,-88,-60,5230,79,-13,-89,-67,
2025/Mar/18 11:35:04,,,311,480,78,5230,216254.1,55302,-88,-10,-57,11,5230,78,-10,-88,-58,5230,79,-13,-88,-67,
2025/Mar/18 11:35:05,,,311,480,78,5230,216254.1,55302,-88,-11,-57,11,5230,78,-11,-88,-60,5230,79,-13,-89,-67,
2025/Mar/18 11:35:06,,,311,480,78,5230,216254.1,55302,-88,-10,-58,13,5230,78,-10,-88,-59,5230,79,-12,-89,-68,
2025/Mar/18 11:35:07,,,311,480,78,5230,216254.1,55302,-88,-11,-62,13,5230,78,-10,-88,-59,5230,79,-12,-88,-67,
2025/Mar/18 11:35:08,,,311,480,78,5230,216254.1,55302,-88,-11,-58,11,5230,78,-11,-88,-58,5230,79,-13,-88,-67,
2025/Mar/18 11:35:09,,,311,480,78,5230,216254.1,55302,-88,-11,-58,11,5230,78,-11,-88,-57,5230,79,-13,-88,-68,
2025/Mar/18 11:35:11,,,311,480,78,5230,216254.1,55302,-88,-10,-62,14,5230,78,-9,-88,-63,5230,79,-11,-88,-70,
2025/Mar/18 11:35:12,,,311,480,78,5230,216254.1,55302,-88,-10,-59,15,5230,78,-10,-88,-58,5230,79,-12,-88,-65,
2025/Mar/18 11:35:13,,,311,480,78,5230,216254.1,55302,-88,-9,-63,15,5230,78,-9,-88,-61,5230,79,-11,-88,-69,
2025/Mar/18 11:35:14,,,311,480,78,5230,216254.1,55302,-88,-11,-58,10,5230,78,-11,-88,-60,5230,79,-12,-88,-68,
2025/Mar/18 11:35:15,,,311,480,78,5230,216254.1,55302,-88,-10,-60,11,5230,78,-10,-88,-60,5230,79,-12,-88,-68,
2025/Mar/18 11:35:16,,,311,480,78,5230,216254.1,55302,-88,-10,-60,14,5230,78,-10,-88,-59,5230,79,-12,-88,-68,5230,115,-20,-106,-67,
2025/Mar/18 11:35:17,,,311,480,78,5230,216254.1,55302,-88,-10,-61,11,5230,78,-9,-88,-60,5230,79,-12,-88,-69,
2025/Mar/18 11:35:18,,,311,480,78,5230,216254.1,55302,-88,-11,-58,11,5230,78,-11,-88,-63,5230,79,-13,-88,-66,
2025/Mar/18 11:35:19,,,311,480,78,5230,216254.1,55302,-88,-10,-60,11,5230,78,-10,-88,-58,5230,79,-11,-88,-68,
2025/Mar/18 11:35:20,,,311,480,78,5230,216254.1,55302,-88,-11,-59,14,5230,78,-11,-88,-59,5230,79,-12,-89,-67,
2025/Mar/18 11:35:21,,,311,480,78,5230,216254.1,55302,-88,-11,-58,11,5230,78,-11,-88,-59,5230,79,-12,-88,-68,
2025/Mar/18 11:35:23,,,311,480,78,5230,216254.1,55302,-88,-9,-61,12,5230,78,-9,-88,-60,5230,79,-11,-88,-68,
2025/Mar/18 11:35:24,,,311,480,78,5230,216254.1,55302,-88,-10,-59,12,5230,78,-10,-88,-59,5230,79,-12,-88,-69,
2025/Mar/18 11:35:25,,,311,480,78,5230,216254.1,55302,-88,-9,-62,14,5230,78,-9,-88,-58,5230,79,-10,-88,-69,
2025/Mar/18 11:35:26,,,311,480,78,5230,216254.1,55302,-88,-10,-60,14,5230,78,-10,-88,-59,5230,79,-12,-89,-67,
2025/Mar/18 11:35:27,,,311,480,78,5230,216254.1,55302,-88,-10,-62,16,5230,78,-9,-88,-63,5230,79,-11,-89,-70,5230,191,-20,-108,-72,
2025/Mar/18 11:35:28,,,311,480,78,5230,216254.1,55302,-88,-10,-60,14,5230,78,-10,-88,-60,5230,79,-12,-89,-66,
2025/Mar/18 11:35:29,,,311,480,78,5230,216254.1,55302,-89,-9,-63,14,5230,78,-9,-88,-59,5230,79,-11,-89,-69,
2025/Mar/18 11:35:30,,,311,480,78,5230,216254.1,55302,-89,-11,-60,13,5230,78,-11,-89,-61,5230,79,-12,-89,-69,
2025/Mar/18 11:35:31,,,311,480,78,5230,216254.1,55302,-90,-10,-62,13,5230,78,-10,-90,-63,5230,79,-11,-90,-69,
2025/Mar/18 11:35:32,,,311,480,78,5230,216254.1,55302,-90,-11,-63,14,5230,78,-9,-89,-63,5230,79,-11,-89,-70,
2025/Mar/18 11:35:34,,,311,480,78,5230,216254.1,55302,-89,-10,-62,15,5230,78,-9,-89,-60,5230,79,-12,-89,-69,
2025/Mar/18 11:35:35,,,311,480,78,5230,216254.1,55302,-89,-9,-64,13,5230,78,-8,-89,-63,5230,79,-10,-89,-69,
2025/Mar/18 11:35:36,,,311,480,78,5230,216254.1,55302,-89,-11,-58,11,5230,78,-11,-89,-61,5230,79,-13,-89,-68,
2025/Mar/18 11:35:37,,,311,480,78,5230,216254.1,55302,-89,-9,-63,14,5230,78,-8,-89,-63,5230,79,-11,-89,-69,
2025/Mar/18 11:35:38,,,311,480,78,5230,216254.1,55302,-89,-10,-59,12,5230,78,-10,-89,-62,5230,79,-12,-89,-69,
2025/Mar/18 11:35:39,,,311,480,78,5230,216254.1,55302,-89,-8,-63,15,5230,78,-8,-88,-60,5230,79,-10,-90,-71,
2025/Mar/18 11:35:40,,,311,480,78,5230,216254.1,55302,-89,-11,-59,11,5230,78,-11,-89,-60,5230,79,-13,-89,-68,
2025/Mar/18 11:35:41,,,311,480,78,5230,216254.1,55302,-88,-8,-63,16,5230,78,-8,-88,-63,5230,79,-10,-88,-70,
2025/Mar/18 11:35:42,,,311,480,78,5230,216254.1,55302,-90,-10,-63,14,5230,78,-10,-91,-63,5230,79,-12,-91,-71,
2025/Mar/18 11:35:43,,,311,480,78,5230,216254.1,55302,-91,-9,-64,13,5230,78,-9,-91,-64,5230,79,-11,-92,-73,
2025/Mar/18 11:35:44,,,311,480,78,5230,216254.1,55302,-91,-9,-64,14,5230,78,-9,-91,-63,5230,79,-12,-91,-70,
2025/Mar/18 11:35:46,,,311,480,78,5230,216254.1,55302,-91,-10,-63,13,5230,78,-10,-90,-64,5230,79,-12,-91,-69,
2025/Mar/18 11:35:47,,,311,480,78,5230,216254.1,55302,-90,-11,-62,15,5230,78,-11,-90,-61,5230,79,-13,-91,-69,
2025/Mar/18 11:35:48,,,311,480,78,5230,216254.1,55302,-89,-11,-59,12,5230,78,-11,-90,-60,5230,79,-14,-90,-67,
2025/Mar/18 11:35:49,,,311,480,78,5230,216254.1,55302,-90,-10,-63,17,5230,78,-10,-89,-62,5230,79,-13,-91,-70,
2025/Mar/18 11:35:50,,,311,480,78,5230,216254.1,55302,-88,-10,-60,14,5230,78,-10,-89,-60,5230,79,-12,-89,-68,
2025/Mar/18 11:35:51,,,311,480,78,5230,216254.1,55302,-88,-10,-58,11,5230,78,-10,-88,-62,5230,79,-12,-89,-69,
2025/Mar/18 11:35:52,,,311,480,78,5230,216254.1,55302,-89,-9,-62,14,5230,78,-9,-89,-61,5230,79,-11,-90,-69,
2025/Mar/18 11:35:53,,,311,480,78,5230,216254.1,55302,-89,-9,-62,12,5230,78,-9,-89,-60,5230,79,-11,-90,-71,
2025/Mar/18 11:35:54,,,311,480,78,5230,216254.1,55302,-88,-10,-62,14,5230,78,-10,-88,-61,5230,79,-12,-88,-67,
2025/Mar/18 11:35:55,,,311,480,78,5230,216254.1,55302,-88,-11,-59,14,5230,78,-11,-89,-60,5230,79,-13,-90,-68,
2025/Mar/18 11:35:56,,,311,480,78,5230,216254.1,55302,-89,-10,-62,14,5230,78,-10,-89,-60,5230,79,-12,-90,-70,
2025/Mar/18 11:35:58,,,311,480,78,5230,216254.1,55302,-89,-9,-62,13,5230,78,-9,-89,-59,5230,79,-11,-90,-72,
2025/Mar/18 11:35:59,,,311,480,78,5230,216254.1,55302,-89,-10,-60,13,5230,78,-10,-89,-59,5230,79,-13,-90,-69,
2025/Mar/18 11:36:00,,,311,480,78,5230,216254.1,55302,-89,-9,-62,15,5230,78,-9,-89,-62,5230,79,-12,-90,-69,
2025/Mar/18 11:36:01,,,311,480,78,5230,216254.1,55302,-89,-10,-62,12,5230,78,-10,-89,-60,5230,79,-13,-89,-68,
2025/Mar/18 11:36:02,,,311,480,78,5230,216254.1,55302,-88,-10,-59,12,5230,78,-10,-88,-60,5230,79,-13,-89,-68,
2025/Mar/18 11:36:03,,,311,480,78,5230,216254.1,55302,-88,-11,-57,12,5230,78,-10,-88,-59,5230,79,-13,-89,-68,
2025/Mar/18 11:36:04,,,311,480,78,5230,216254.1,55302,-89,-10,-60,12,5230,78,-11,-89,-60,5230,79,-13,-90,-69,
2025/Mar/18 11:36:05,,,311,480,78,5230,216254.1,55302,-89,-11,-60,12,5230,78,-10,-89,-61,5230,79,-12,-90,-71,
2025/Mar/18 11:36:06,,,311,480,78,5230,216254.1,55302,-89,-10,-60,14,5230,78,-10,-89,-63,5230,79,-12,-90,-68,
2025/Mar/18 11:36:07,,,311,480,78,5230,216254.1,55302,-90,-10,-65,14,5230,78,-10,-89,-63,5230,79,-12,-90,-69,
2025/Mar/18 11:36:09,,,311,480,78,5230,216254.1,55302,-89,-9,-63,14,5230,78,-9,-89,-64,5230,79,-11,-89,-70,
2025/Mar/18 11:36:10,,,311,480,78,5230,216254.1,55302,-89,-10,-64,14,5230,78,-10,-89,-61,5230,79,-12,-90,-71,
2025/Mar/18 11:36:11,,,311,480,78,5230,216254.1,55302,-88,-9,-63,14,5230,78,-8,-88,-63,5230,79,-11,-90,-71,
2025/Mar/18 11:36:12,,,311,480,78,5230,216254.1,55302,-88,-9,-64,14,5230,78,-10,-89,-61,5230,79,-12,-90,-69,
2025/Mar/18 11:36:13,,,311,480,78,5230,216254.1,55302,-88,-9,-60,11,5230,78,-9,-88,-61,5230,79,-12,-89,-70,
2025/Mar/18 11:36:14,,,311,480,78,5230,216254.1,55302,-88,-10,-61,14,5230,78,-10,-88,-59,5230,79,-13,-88,-66,
2025/Mar/18 11:36:15,,,311,480,78,5230,216254.1,55302,-88,-9,-60,11,5230,78,-9,-88,-63,5230,79,-12,-89,-68,
2025/Mar/18 11:36:16,,,311,480,78,5230,216254.1,55302,-88,-9,-61,14,5230,78,-10,-87,-59,5230,79,-13,-88,-66,
2025/Mar/18 11:36:17,,,311,480,78,5230,216254.1,55302,-88,-9,-62,14,5230,78,-9,-88,-62,5230,79,-11,-89,-70,
2025/Mar/18 11:36:18,,,311,480,78,5230,216254.1,55302,-88,-10,-57,12,5230,78,-11,-88,-58,5230,79,-14,-89,-67,
2025/Mar/18 11:36:19,,,311,480,78,5230,216254.1,55302,-88,-10,-59,11,5230,78,-10,-88,-59,5230,79,-12,-91,-70,
2025/Mar/18 11:36:21,,,311,480,78,5230,216254.1,55302,-89,-10,-62,11,5230,78,-11,-90,-60,5230,79,-13,-91,-69,
2025/Mar/18 11:36:22,,,311,480,78,5230,216254.1,55302,-89,-11,-58,11,5230,78,-11,-89,-59,5230,79,-14,-90,-68,
2025/Mar/18 11:36:23,,,311,480,78,5230,216254.1,55302,-88,-11,-60,11,5230,78,-11,-88,-60,5230,79,-13,-89,-67,
2025/Mar/18 11:36:24,,,311,480,78,5230,216254.1,55302,-88,-11,-59,11,5230,78,-11,-88,-60,5230,79,-13,-90,-70,
2025/Mar/18 11:36:25,,,311,480,78,5230,216254.1,55302,-90,-10,-63,11,5230,78,-10,-90,-62,5230,79,-13,-91,-69,
2025/Mar/18 11:36:26,,,311,480,78,5230,216254.1,55302,-89,-10,-61,11,5230,78,-10,-89,-61,5230,79,-12,-89,-68,
2025/Mar/18 11:36:27,,,311,480,78,5230,216254.1,55302,-90,-11,-64,13,5230,78,-11,-90,-60,5230,79,-13,-90,-68,
2025/Mar/18 11:36:28,,,311,480,78,5230,216254.1,55302,-89,-11,-62,11,5230,78,-10,-89,-61,5230,79,-12,-89,-69,
2025/Mar/18 11:36:29,,,311,480,78,5230,216254.1,55302,-90,-10,-61,13,5230,78,-10,-90,-60,5230,79,-13,-90,-68,
2025/Mar/18 11:36:30,,,311,480,78,5230,216254.1,55302,-88,-10,-59,11,5230,78,-9,-88,-60,5230,79,-12,-89,-69,
2025/Mar/18 11:36:31,,,311,480,78,5230,216254.1,55302,-89,-10,-63,14,5230,78,-9,-89,-64,5230,79,-11,-90,-71,
2025/Mar/18 11:36:33,,,311,480,78,5230,216254.1,55302,-90,-11,-61,11,5230,78,-11,-90,-61,5230,79,-13,-93,-71,
2025/Mar/18 11:36:34,,,311,480,78,5230,216254.1,55302,-90,-9,-61,12,5230,78,-9,-90,-63,5230,79,-11,-92,-71,
