Altitude,latitude,longitude,Date,Time,MCC,MNC,PCI,EARFCN,CellID,LAC,RSRP,RSRQ,RSSI,SINR,NB1_EARFCN,NB1_PCI,NB1_RSRQ,NB1_RSRP,NB1_RSSI,NB2_EARFCN,NB2_PCI,NB2_RSRQ,NB2_RSRP,NB2_RSSI,NB3_EARFCN,NB3_PCI,NB3_RSRQ,NB3_RSRP,NB3_RSSI,NB4_EARFCN,NB4_PCI,NB4_RSRQ,NB4_RSRP,NB4_RSSI,NB5_EARFCN,NB5_PCI,NB5_RSRQ,NB5_RSRP,NB5_RSSI,NB6_EARFCN,NB6_PCI,NB6_RSRQ,NB6_RSRP,NB6_RSSI,NB7_EARFCN,NB7_PCI,NB7_RSRQ,NB7_RSRP,NB7_RSSI,NB8_EARFCN,NB8_PCI,NB8_RSRQ,NB8_RSRP,NB8_RSSI,NB9_EARFCN,NB9_PCI,NB9_RSRQ,NB9_RSRP,NB9_RSSI,NB10_EARFCN,NB10_PCI,NB10_RSRQ,NB10_RSRP,NB10_RSSI5230,78,-10,-91,-64,
250,39.00632725,-95.22174485,2025/Jan/10,16:21:39,311,480,78,5230,216254.1,55302,-93,-11,-64,11,5230,78,-11,-93,-64,
250,39.00632723333333,-95.22174483333333,2025/Jan/10,16:21:42,311,480,78,5230,216254.1,55302,-91,-9,-64,12,5230,78,-9,-91,-64,
250,39.0063272,-95.22174483333333,2025/Jan/10,16:21:45,311,480,78,5230,216254.1,55302,-93,-9,-66,14,5230,78,-11,-92,-64,
250,39.006327133333336,-95.22174475,2025/Jan/10,16:21:50,311,480,78,5230,216254.1,55302,-92,-10,-65,12,5230,78,-10,-92,-65,
250,39.00632708333333,-95.22174476666666,2025/Jan/10,16:21:53,311,480,78,5230,216254.1,55302,-92,-10,-65,13,5230,78,-10,-92,-65,
250,39.00632705,-95.22174481666667,2025/Jan/10,16:21:56,311,480,78,5230,216254.1,55302,-91,-11,-62,11,5230,78,-11,-91,-62,
250,39.006326933333334,-95.22174485,2025/Jan/10,16:21:59,311,480,78,5230,216254.1,55302,-93,-11,-64,13,5230,78,-11,-93,-64,5230,79,-14,-97,-74,
250,39.0063269,-95.22174488333333,2025/Jan/10,16:22:02,311,480,78,5230,216254.1,55302,-93,-11,-65,13,5230,78,-11,-92,-64,5230,79,-14,-95,-74,
250,39.00632686666667,-95.22174493333333,2025/Jan/10,16:22:07,311,480,78,5230,216254.1,55302,-92,-9,-65,13,5230,78,-9,-92,-65,5230,79,-11,-95,-76,
250,39.00632686666667,-95.22174501666667,2025/Jan/10,16:22:10,311,480,78,5230,216254.1,55302,-92,-11,-64,11,5230,78,-11,-92,-64,5230,79,-14,-94,-72,
250,39.0063268,-95.2217451,2025/Jan/10,16:22:14,311,480,78,5230,216254.1,55302,-93,-10,-66,14,5230,78,-10,-93,-66,5230,79,-13,-95,-74,
250,39.006326783333336,-95.22174515,2025/Jan/10,16:22:17,311,480,78,5230,216254.1,55302,-93,-11,-65,13,5230,78,-11,-93,-65,5230,79,-11,-96,-76,
250,39.006326683333334,-95.22174511666667,2025/Jan/10,16:22:20,311,480,78,5230,216254.1,55302,-92,-10,-64,13,5230,78,-10,-92,-64,5230,79,-11,-93,-74,
260,39.00632663333333,-95.22174516666666,2025/Jan/10,16:22:23,311,480,78,5230,216254.1,55302,-93,-10,-65,11,5230,78,-10,-93,-65,5230,79,-14,-97,-75,
260,39.00632661666667,-95.22174518333334,2025/Jan/10,16:22:26,311,480,78,5230,216254.1,55302,-93,-9,-67,14,5230,78,-9,-93,-67,5230,79,-12,-95,-75,
260,39.00632655,-95.2217452,2025/Jan/10,16:22:29,311,480,78,5230,216254.1,55302,-92,-10,-65,11,5230,78,-10,-92,-65,5230,79,-12,-96,-76,
260,39.00632651666667,-95.22174518333334,2025/Jan/10,16:22:32,311,480,78,5230,216254.1,55302,-92,-12,-62,11,5230,78,-11,-93,-64,
260,39.00632645,-95.22174518333334,2025/Jan/10,16:22:38,311,480,78,5230,216254.1,55302,-94,-10,-67,11,5230,78,-10,-94,-67,5230,79,-12,-98,-77,
260,39.00632645,-95.22174518333334,2025/Jan/10,16:22:41,311,480,78,5230,216254.1,55302,-91,-12,-62,11,5230,78,-12,-91,-62,5230,79,-14,-94,-72,
260,39.00632638333333,-95.2217451,2025/Jan/10,16:22:44,311,480,78,5230,216254.1,55302,-93,-12,-63,11,5230,78,-12,-93,-63,5230,79,-15,-97,-74,
260,39.006326333333334,-95.22174503333333,2025/Jan/10,16:22:47,311,480,78,5230,216254.1,55302,-92,-11,-63,12,5230,78,-11,-92,-63,5230,79,-15,-96,-73,
260,39.00632628333334,-95.22174498333334,2025/Jan/10,16:22:50,311,480,78,5230,216254.1,55302,-94,-11,-66,11,5230,78,-11,-94,-66,5230,79,-14,-96,-74,
260,39.006326183333336,-95.22174493333333,2025/Jan/10,16:22:53,311,480,78,5230,216254.1,55302,-92,-11,-64,11,5230,78,-12,-93,-64,5230,79,-15,-98,-74,
260,39.00632611666666,-95.22174488333333,2025/Jan/10,16:22:56,311,480,78,5230,216254.1,55302,-94,-12,-65,13,5230,78,-12,-94,-65,5230,79,-12,-97,-77,
260,39.00632601666667,-95.22174483333333,2025/Jan/10,16:22:59,311,480,78,5230,216254.1,55302,-93,-12,-63,11,5230,78,-12,-94,-65,
260,39.006325933333336,-95.22174471666666,2025/Jan/10,16:23:04,311,480,78,5230,216254.1,55302,-93,-11,-65,11,5230,78,-11,-93,-65,5230,79,-13,-97,-76,
260,39.00632595,-95.2217446,2025/Jan/10,16:23:07,311,480,78,5230,216254.1,55302,-93,-10,-66,10,5230,78,-11,-93,-64,
260,39.00632591666667,-95.2217445,2025/Jan/10,16:23:10,311,480,78,5230,216254.1,55302,-92,-12,-63,11,5230,78,-11,-92,-63,5230,79,-14,-97,-75,
260,39.006325933333336,-95.22174436666667,2025/Jan/10,16:23:14,311,480,78,5230,216254.1,55302,-94,-10,-67,12,5230,78,-11,-94,-66,5230,79,-13,-97,-76,
260,39.006325933333336,-95.2217443,2025/Jan/10,16:23:17,311,480,78,5230,216254.1,55302,-95,-11,-66,11,5230,78,-11,-95,-66,
260,39.00636545,-95.22181708333333,2025/Jan/10,16:25:55,311,480,79,5230,216254.2,55302,-94,-16,-60,7,5230,79,-16,-94,-60,5230,78,-14,-98,-77,
260,39.00636466666667,-95.22181693333333,2025/Jan/10,16:26:09,311,480,79,5230,216254.2,55302,-95,-13,-65,12,5230,79,-14,-93,-62,5230,78,-13,-90,-69,
260,39.00636466666667,-95.22181685,2025/Jan/10,16:26:12,311,480,79,5230,216254.2,55302,-94,-15,-61,7,5230,79,-15,-94,-61,5230,78,-15,-92,-69,
260,39.006364633333334,-95.22181656666666,2025/Jan/10,16:26:15,311,480,79,5230,216254.2,55302,-96,-14,-65,8,5230,79,-15,-96,-64,5230,78,-13,-94,-72,
260,39.00636468333333,-95.22181646666667,2025/Jan/10,16:26:19,311,480,79,5230,216254.2,55302,-95,-12,-65,0,5230,79,-13,-96,-66,5230,78,-13,-94,-73,
260,39.006362483333334,-95.2217994,2025/Jan/10,16:26:24,311,480,78,5230,216254.1,55302,-93,-12,-64,11,5230,78,-12,-93,-64,5230,79,-13,-93,-72,
260,39.00635925,-95.22179753333333,2025/Jan/10,16:26:27,311,480,79,5230,216254.2,55302,-96,-13,-65,9,5230,79,-13,-99,-69,5230,78,-10,-93,-75,
260,39.006358133333336,-95.22178988333333,2025/Jan/10,16:26:31,311,480,79,5230,216254.2,55302,-99,-14,-67,0,5230,79,-14,-99,-67,5230,78,-12,-96,-67,
260,39.0063583,-95.22178725,2025/Jan/10,16:26:34,311,480,79,5230,216254.2,55302,-100,-14,-68,9,5230,79,-14,-100,-68,5230,78,-14,-101,-80,
260,39.00635818333333,-95.22178746666667,2025/Jan/10,16:26:37,311,480,78,5230,216254.1,55302,-92,-10,-65,0,5230,78,-10,-92,-65,5230,79,-14,-95,-63,
260,39.006358166666665,-95.22178753333333,2025/Jan/10,16:26:40,311,480,78,5230,216254.1,55302,-93,-11,-65,11,5230,78,-9,-91,-64,5230,79,-15,-98,-75,
260,39.0063581,-95.22178751666667,2025/Jan/10,16:26:43,311,480,78,5230,216254.1,55302,-99,-11,-70,12,5230,78,-11,-99,-70,5230,79,-14,-102,-80,
260,39.006358033333335,-95.22178745,2025/Jan/10,16:26:46,311,480,78,5230,216254.1,55302,-95,-11,-66,14,5230,78,-11,-95,-66,5230,79,-15,-98,-75,
260,39.006358,-95.22178746666667,2025/Jan/10,16:26:49,311,480,78,5230,216254.1,55302,-98,-11,-69,13,5230,78,-11,-98,-69,5230,79,-14,-99,-77,
260,39.00635801666667,-95.22178755,2025/Jan/10,16:26:52,311,480,78,5230,216254.1,55302,-94,-10,-67,11,5230,78,-10,-94,-67,5230,79,-13,-96,-75,
260,39.006358033333335,-95.22178758333334,2025/Jan/10,16:26:55,311,480,78,5230,216254.1,55302,-91,-10,-64,14,5230,78,-10,-91,-64,5230,79,-14,-96,-74,
